,location,total_sqft,bath,price,bhk
5982,Jalahalli,1569.0,3.0,118.0,3
5983,Jalahalli,600.0,1.0,37.0,1
5984,Jalahalli,615.0,1.0,46.0,1
5986,Jalahalli,905.0,2.0,55.0,2
5987,Jalahalli,1000.0,2.0,70.0,2
5988,Jalahalli,615.0,1.0,46.0,1
5990,Jalahalli,1470.0,2.0,102.0,3
5991,Jalahalli,1244.0,2.0,88.0,2
5992,Jalahalli,1407.0,2.0,98.49,2
5993,Jalahalli,1200.0,2.0,66.0,1
5995,Jalahalli,1045.0,2.0,76.77,2
5997,Jalahalli,2086.0,3.0,160.0,3
5999,Jalahalli,1313.0,2.0,68.0,2
6002,Jalahalli East,750.0,1.0,40.0,1
6003,Jalahalli East,1260.0,2.0,60.0,3
6004,Jalahalli East,1020.0,2.0,58.0,2
6005,Jalahalli East,1300.0,2.0,63.0,3
6006,Jalahalli East,775.0,1.0,34.1,1
6007,Jalahalli East,1010.0,2.0,52.0,2
6008,Jalahalli East,1010.0,2.0,52.0,2
6010,Jigani,918.0,2.0,52.0,2
6011,Jigani,918.0,2.0,48.0,2
6013,Jigani,914.0,2.0,47.0,2
6014,Jigani,927.0,2.0,55.0,2
6015,Jigani,920.0,2.0,46.0,2
6016,Jigani,2400.0,4.0,130.0,3
6017,Jigani,918.0,2.0,45.0,2
6018,Jigani,918.0,2.0,63.2,2
6019,Jigani,933.0,2.0,43.0,2
6020,Jigani,918.0,2.0,55.0,2
6021,Jigani,2400.0,3.0,149.0,3
6022,Jigani,4303.5,2.0,226.0,4
6023,Jigani,937.0,2.0,44.0,2
6025,Jigani,923.0,2.0,50.0,2
6028,Jigani,1221.0,3.0,72.0,3
6029,Jigani,918.0,2.0,49.0,2
6031,Jigani,914.0,2.0,49.0,2
6032,Jigani,918.0,2.0,50.0,2
6033,Jigani,1200.0,3.0,65.0,3
6034,Jigani,914.0,2.0,55.0,2
6038,Jigani,1221.0,3.0,75.0,3
6039,Jigani,1252.0,3.0,70.0,3
6042,Jigani,939.0,2.0,39.0,2
6043,Jigani,1221.0,3.0,70.0,3
6046,Jigani,943.0,2.0,48.0,2
6047,Jigani,918.0,2.0,56.0,2
6050,Jigani,943.0,2.0,49.5,2
6051,Judicial Layout,1300.0,3.0,64.0,3
6052,Judicial Layout,2070.0,3.0,162.0,3
6053,Judicial Layout,1700.0,3.0,155.0,3
6054,Judicial Layout,1100.0,2.0,53.0,3
6055,Judicial Layout,1165.0,2.0,49.61,2
6056,Judicial Layout,5400.0,4.0,700.0,5
6057,Judicial Layout,1500.0,3.0,162.0,4
6058,Judicial Layout,900.0,2.0,40.0,2
6059,Judicial Layout,1989.0,4.0,155.0,3
6060,KR Puram,1277.5,2.0,56.8,2
6061,KR Puram,930.0,2.0,39.0,2
6062,KR Puram,1155.0,2.0,42.74,2
6063,KR Puram,1225.0,2.0,46.55,2
6064,KR Puram,1100.0,2.0,47.0,2
6065,KR Puram,1200.0,2.0,71.0,2
6067,KR Puram,750.0,2.0,25.0,2
6069,KR Puram,1015.0,2.0,43.0,2
6070,KR Puram,1470.0,2.0,86.0,2
6071,KR Puram,714.0,1.0,28.0,1
6072,KR Puram,1142.0,2.0,51.0,2
6073,KR Puram,1115.0,2.0,33.45,2
6074,KR Puram,1021.0,2.0,48.0,2
6075,KR Puram,1559.0,3.0,69.315,3
6076,KR Puram,1035.0,2.0,40.5,2
6077,KR Puram,1550.0,2.0,71.0,2
6078,KR Puram,1192.5,2.0,51.22,2
6079,KR Puram,1100.0,2.0,46.0,2
6080,KR Puram,1290.0,2.0,49.02,2
6081,KR Puram,1100.0,2.0,43.0,2
6082,KR Puram,950.0,2.0,40.0,2
6083,KR Puram,1156.0,2.0,72.0,2
6084,KR Puram,1000.0,2.0,60.0,2
6087,KR Puram,1001.0,2.0,30.0,2
6088,KR Puram,750.0,2.0,40.0,2
6090,KR Puram,2000.0,6.0,85.0,6
6091,KR Puram,1000.0,2.0,44.5,2
6092,KR Puram,1200.0,2.0,47.0,2
6093,KR Puram,1200.0,1.0,65.0,2
6094,KR Puram,1583.0,2.0,70.445,3
6095,KR Puram,1076.0,2.0,67.0,2
6096,KR Puram,1140.0,2.0,43.32,2
6097,KR Puram,4300.0,6.0,175.0,6
6098,KR Puram,1200.0,2.0,42.0,2
6100,KR Puram,1040.0,2.0,50.0,2
6101,KR Puram,1200.0,4.0,83.0,4
6102,KR Puram,734.0,2.0,22.0,2
6103,KR Puram,1120.0,2.0,36.0,2
6104,KR Puram,1150.0,2.0,42.0,2
6105,KR Puram,4600.0,9.0,200.0,9
6106,KR Puram,1050.0,2.0,55.0,2
6107,KR Puram,1057.0,2.0,30.0,2
6108,KR Puram,1085.0,2.0,46.5,2
6109,KR Puram,1700.0,3.0,105.0,3
6110,KR Puram,1200.0,2.0,72.0,2
6111,KR Puram,3628.0,4.0,246.0,4
6112,KR Puram,2000.0,2.0,75.0,2
6113,KR Puram,1100.0,2.0,45.0,2
6114,KR Puram,1035.0,2.0,40.0,2
6115,KR Puram,1116.0,2.0,45.0,2
6116,KR Puram,1290.0,2.0,69.0,2
6117,KR Puram,1300.0,2.0,57.0,3
6118,KR Puram,866.28,2.0,36.38,2
6119,KR Puram,1096.0,2.0,43.0,2
6120,KR Puram,1204.0,2.0,58.0,2
6121,KR Puram,700.0,1.0,21.5,1
6122,KR Puram,1205.0,2.0,45.79,2
6123,KR Puram,1827.0,3.0,97.0,3
6124,KR Puram,1075.0,2.0,32.25,2
6126,KR Puram,1100.0,2.0,39.9,2
6127,KR Puram,2283.0,2.0,121.0,4
6128,KR Puram,2800.0,6.0,110.0,7
6129,KR Puram,1020.0,2.0,39.0,2
6130,KR Puram,1200.0,2.0,75.0,2
6131,KR Puram,1245.0,2.0,60.0,2
6132,Kadubeesanahalli,1665.0,3.0,70.0,3
6133,Kadubeesanahalli,1532.0,3.0,115.0,3
6134,Kadubeesanahalli,1545.0,2.0,66.0,3
6135,Kadubeesanahalli,1424.0,2.0,75.0,3
6136,Kadubeesanahalli,1257.0,2.0,93.0,2
6137,Kadubeesanahalli,1365.0,3.0,80.0,3
6138,Kadubeesanahalli,1257.0,2.0,105.0,2
6139,Kadubeesanahalli,1184.0,2.0,55.0,2
6140,Kadubeesanahalli,1185.0,2.0,55.0,2
6141,Kadubeesanahalli,1140.0,2.0,78.0,2
6143,Kadugodi,1762.0,3.0,91.45,3
6144,Kadugodi,1198.0,2.0,58.0,2
6146,Kadugodi,1890.0,4.0,127.0,3
6147,Kadugodi,3750.0,4.0,210.0,4
6148,Kadugodi,1762.0,3.0,110.0,3
6149,Kadugodi,1900.0,3.0,108.0,3
6150,Kadugodi,1314.0,2.0,68.2,2
6151,Kadugodi,1645.0,2.0,82.0,3
6152,Kadugodi,1100.0,2.0,45.0,2
6154,Kadugodi,1314.0,2.0,78.0,2
6155,Kadugodi,1762.0,3.0,112.0,3
6156,Kadugodi,1314.0,2.0,83.0,2
6157,Kadugodi,925.0,1.0,40.7,1
6158,Kadugodi,1351.0,2.0,78.0,3
6159,Kadugodi,1010.0,2.0,50.0,2
6160,Kadugodi,1890.0,4.0,125.0,3
6161,Kadugodi,1152.0,2.0,61.0,2
6162,Kadugodi,1394.0,2.0,56.0,2
6163,Kadugodi,1762.0,3.0,112.0,3
6164,Kadugodi,1890.0,4.0,125.0,3
6168,Kadugodi,1088.0,2.0,44.0,2
6169,Kadugodi,1875.0,2.0,110.0,3
6170,Kadugodi,1150.0,2.0,42.0,2
6171,Kadugodi,1762.0,3.0,109.0,3
6172,Kadugodi,1314.0,2.0,80.0,2
6173,Kadugodi,1196.0,2.0,60.0,2
6174,Kaggadasapura,1280.0,2.0,56.0,3
6175,Kaggadasapura,1275.0,2.0,52.0,2
6176,Kaggadasapura,2150.0,4.0,100.0,4
6177,Kaggadasapura,1150.0,2.0,42.0,2
6178,Kaggadasapura,1110.0,2.0,53.0,2
6179,Kaggadasapura,1060.0,2.0,48.0,2
6181,Kaggadasapura,1063.0,2.0,42.0,2
6182,Kaggadasapura,1470.0,2.0,75.0,3
6184,Kaggadasapura,1050.0,2.0,48.0,2
6185,Kaggadasapura,1132.0,2.0,42.0,2
6186,Kaggadasapura,1100.0,2.0,58.0,2
6187,Kaggadasapura,1325.0,2.0,50.0,2
6188,Kaggadasapura,1200.0,2.0,53.0,2
6189,Kaggadasapura,1035.0,2.0,45.5,2
6190,Kaggadasapura,1180.0,1.0,50.0,2
6191,Kaggadasapura,1140.0,2.0,46.0,2
6192,Kaggadasapura,1340.0,3.0,66.0,3
6194,Kaggadasapura,1500.0,3.0,75.0,3
6195,Kaggadasapura,1215.0,2.0,43.0,2
6196,Kaggadasapura,1225.0,2.0,48.0,2
6198,Kaggadasapura,1540.0,3.0,75.0,3
6199,Kaggadasapura,1240.0,2.0,45.0,2
6200,Kaggadasapura,1560.0,2.0,72.0,3
6201,Kaggadasapura,1240.0,2.0,58.58,2
6202,Kaggadasapura,1000.0,2.0,43.0,2
6203,Kaggadasapura,1225.0,2.0,48.0,2
6204,Kaggadasapura,2500.0,5.0,120.0,3
6205,Kaggadasapura,960.0,2.0,45.0,2
6206,Kaggadasapura,775.0,2.0,29.5,2
6208,Kaggadasapura,1455.0,3.0,75.0,3
6209,Kaggadasapura,1045.0,2.0,55.0,2
6211,Kaggadasapura,1654.0,3.0,70.0,3
6213,Kaggadasapura,1106.0,2.0,40.0,2
6214,Kaggadasapura,1485.0,2.0,70.0,3
6215,Kaggadasapura,1175.0,2.0,50.0,2
6218,Kaggadasapura,1105.0,2.0,39.5,2
6219,Kaggadasapura,1500.0,2.0,75.0,3
6220,Kaggadasapura,1400.0,2.0,68.0,3
6221,Kaggadasapura,1150.0,2.0,45.0,2
6223,Kaggalipura,700.0,1.0,38.0,1
6225,Kaggalipura,700.0,1.0,36.0,1
6226,Kaggalipura,950.0,2.0,48.0,2
6227,Kaggalipura,1000.0,2.0,60.0,2
6228,Kaggalipura,950.0,2.0,50.0,2
6229,Kaggalipura,950.0,2.0,47.0,2
6230,Kaggalipura,1150.0,2.0,62.0,3
6231,Kaggalipura,700.0,1.0,35.0,1
6234,Kaggalipura,950.0,2.0,45.0,2
6235,Kaggalipura,950.0,2.0,60.0,2
6236,Kaikondrahalli,1645.0,3.0,100.0,3
6237,Kaikondrahalli,1115.0,2.0,50.0,2
6238,Kaikondrahalli,1220.0,3.0,56.0,3
6239,Kaikondrahalli,1300.0,2.0,61.0,2
6240,Kaikondrahalli,1700.0,4.0,108.0,4
6241,Kaikondrahalli,1342.0,3.0,92.0,3
6242,Kaikondrahalli,1605.0,3.0,105.0,3
6243,Kaikondrahalli,1253.0,2.0,81.5,2
6244,Kaikondrahalli,991.0,2.0,64.0,2
6245,Kaikondrahalli,1250.0,2.0,78.0,2
6246,Kaikondrahalli,3381.0,6.0,225.0,6
6247,Kalena Agrahara,1200.0,2.0,50.0,2
6248,Kalena Agrahara,1804.0,3.0,120.0,3
6249,Kalena Agrahara,1425.0,2.0,70.0,3
6250,Kalena Agrahara,1325.0,2.0,76.0,2
6251,Kalena Agrahara,1450.0,2.0,85.0,3
6252,Kalena Agrahara,980.0,2.0,40.0,2
6253,Kalena Agrahara,1187.0,2.0,52.0,2
6254,Kalena Agrahara,800.0,2.0,30.0,2
6255,Kalena Agrahara,1565.0,3.0,78.0,3
6256,Kalena Agrahara,610.0,1.0,39.0,1
6257,Kalena Agrahara,1040.0,2.0,45.0,2
6258,Kalena Agrahara,1450.0,3.0,100.0,3
6259,Kalena Agrahara,1200.0,2.0,45.0,2
6260,Kalena Agrahara,1902.0,3.0,89.0,3
6261,Kalena Agrahara,800.0,2.0,40.0,2
6262,Kalena Agrahara,1222.0,2.0,48.0,2
6263,Kalena Agrahara,900.0,2.0,40.0,2
6264,Kalena Agrahara,1837.0,2.0,95.0,3
6265,Kalena Agrahara,1510.0,3.0,78.0,3
6266,Kalena Agrahara,1354.0,2.0,70.0,2
6267,Kalena Agrahara,1200.0,3.0,70.0,2
6268,Kalena Agrahara,1354.0,2.0,71.0,2
6269,Kalyan nagar,1375.0,3.0,75.0,3
6270,Kalyan nagar,820.0,2.0,39.0,2
6271,Kalyan nagar,3800.0,5.0,300.0,4
6272,Kalyan nagar,1640.0,3.0,88.0,3
6274,Kalyan nagar,1080.0,2.0,73.0,2
6275,Kalyan nagar,2422.0,3.0,150.0,4
6276,Kalyan nagar,1280.0,2.0,48.0,2
6278,Kalyan nagar,1198.0,2.0,65.0,2
6279,Kalyan nagar,1250.0,2.0,65.0,2
6280,Kalyan nagar,1190.0,2.0,60.0,2
6281,Kalyan nagar,1086.0,2.0,44.5,2
6282,Kalyan nagar,2285.0,4.0,165.0,3
6283,Kalyan nagar,1100.0,2.0,70.0,2
6284,Kambipura,883.0,2.0,45.0,2
6285,Kambipura,1082.0,2.0,56.0,3
6286,Kambipura,883.0,2.0,45.0,2
6288,Kambipura,883.0,2.0,39.0,2
6289,Kambipura,883.0,2.0,45.0,2
6290,Kambipura,883.0,2.0,39.0,2
6291,Kambipura,1082.0,2.0,55.0,3
6293,Kambipura,883.0,2.0,37.0,2
6294,Kambipura,883.0,2.0,44.0,2
6295,Kambipura,883.0,2.0,37.0,2
6298,Kambipura,883.0,2.0,39.0,2
6299,Kambipura,883.0,2.0,37.01,2
6300,Kambipura,883.0,2.0,39.0,2
6301,Kambipura,883.0,2.0,45.0,2
6302,Kambipura,883.0,2.0,39.0,2
6303,Kambipura,1082.0,2.0,55.0,3
6304,Kammanahalli,2845.0,5.0,140.0,5
6305,Kammanahalli,1666.0,4.0,150.0,5
6306,Kammanahalli,700.0,1.0,59.0,1
6307,Kammanahalli,1200.0,2.0,80.0,2
6308,Kammanahalli,1100.0,2.0,60.0,2
6309,Kammanahalli,1200.0,1.0,81.0,2
6310,Kammanahalli,2900.0,4.0,200.0,4
6311,Kammanahalli,1200.0,3.0,80.0,2
6312,Kammasandra,1595.0,3.0,65.0,3
6313,Kammasandra,810.0,2.0,24.5,2
6314,Kammasandra,657.5,1.0,18.41,1
6315,Kammasandra,674.0,2.0,29.0,2
6316,Kammasandra,912.0,2.0,39.0,3
6317,Kammasandra,1156.0,2.0,32.0,2
6318,Kammasandra,870.0,2.0,24.0,2
6319,Kammasandra,990.0,2.0,31.5,2
6321,Kammasandra,930.0,2.0,25.0,2
6322,Kammasandra,992.0,2.0,25.79,2
6323,Kammasandra,1030.0,1.0,25.75,2
6325,Kammasandra,1015.0,2.0,37.0,2
6327,Kammasandra,1080.0,2.0,31.99,2
6328,Kammasandra,1415.0,2.0,60.0,2
6329,Kammasandra,1057.0,2.0,35.0,2
6330,Kammasandra,982.0,2.0,25.53,2
6331,Kammasandra,1500.0,3.0,65.0,3
6332,Kammasandra,985.0,2.0,40.5,2
6333,Kammasandra,940.0,2.0,35.0,2
6335,Kammasandra,610.0,1.0,18.5,1
6336,Kanakapura,1419.0,3.0,75.0,3
6337,Kanakapura,711.0,1.0,36.0,1
6338,Kanakapura,711.0,1.0,38.0,1
6339,Kanakapura,929.0,2.0,46.0,2
6340,Kanakapura,551.0,1.0,30.0,1
6341,Kanakapura,1020.0,2.0,42.83,2
6342,Kanakapura,1699.0,3.0,97.0,3
6343,Kanakapura,1130.0,2.0,45.2,2
6344,Kanakapura,1476.0,3.0,75.0,3
6345,Kanakapura,1295.0,2.0,64.0,2
6346,Kanakapura,1160.0,2.0,46.39,2
6347,Kanakapura,1277.0,2.0,55.0,2
6348,Kanakapura,1151.0,2.0,59.0,2
6349,Kanakapura,945.0,2.0,47.0,2
6350,Kanakapura,1254.0,2.0,70.0,3
6351,Kanakapura,2200.0,3.0,121.0,3
6352,Kanakapura,1340.0,2.0,65.0,2
6354,Kanakapura,1450.0,3.0,75.0,3
6355,Kanakapura,1130.0,2.0,45.2,2
6356,Kanakapura,1283.0,2.0,68.0,2
6357,Kanakapura,2130.0,4.0,120.0,4
6359,Kanakapura,938.0,1.0,50.0,1
6360,Kanakapura,825.0,1.0,35.475,1
6361,Kanakapura,1489.0,2.0,70.0,3
6362,Kanakapura,1477.0,2.0,69.5,3
6363,Kanakpura Road,700.0,2.0,36.0,2
6364,Kanakpura Road,1665.0,3.0,88.0,3
6365,Kanakpura Road,950.0,2.0,57.0,2
6366,Kanakpura Road,2250.0,4.0,110.0,4
6368,Kanakpura Road,525.0,1.0,26.0,1
6370,Kanakpura Road,525.0,2.0,21.53,1
6373,Kanakpura Road,525.0,1.0,27.25,1
6374,Kanakpura Road,1100.0,2.0,58.0,3
6375,Kanakpura Road,525.0,1.0,30.0,1
6377,Kanakpura Road,1339.0,2.0,75.0,2
6378,Kanakpura Road,1100.0,3.0,58.0,3
6379,Kanakpura Road,525.0,1.0,26.0,1
6381,Kanakpura Road,1843.0,3.0,95.84,3
6382,Kanakpura Road,1290.0,2.0,74.0,2
6384,Kanakpura Road,1665.0,3.0,86.58,3
6386,Kanakpura Road,1542.0,2.0,85.0,3
6387,Kanakpura Road,1300.0,2.0,69.0,3
6388,Kanakpura Road,900.0,2.0,46.0,2
6391,Kanakpura Road,900.0,2.0,46.0,2
6392,Kanakpura Road,900.0,2.0,46.0,2
6393,Kanakpura Road,1495.0,2.0,90.0,2
6396,Kanakpura Road,1560.0,3.0,92.0,3
6397,Kanakpura Road,1135.0,2.0,58.0,2
6398,Kanakpura Road,3500.0,6.0,225.0,4
6399,Kanakpura Road,1420.0,2.0,75.0,3
6401,Kanakpura Road,825.0,1.0,36.29,1
6402,Kanakpura Road,983.0,2.0,50.6,2
6407,Kanakpura Road,1843.0,3.0,95.84,3
6409,Kanakpura Road,1366.0,3.0,76.85,2
6411,Kanakpura Road,525.0,1.0,25.0,1
6413,Kanakpura Road,2265.0,3.0,136.0,3
6419,Kanakpura Road,2200.0,3.0,130.0,3
6420,Kanakpura Road,525.0,1.0,30.0,1
6422,Kanakpura Road,1051.0,2.0,56.74,2
6423,Kanakpura Road,525.0,1.0,30.0,1
6428,Kanakpura Road,1300.0,3.0,69.0,3
6429,Kanakpura Road,700.0,2.0,40.0,2
6430,Kanakpura Road,458.0,1.0,19.695,1
6431,Kanakpura Road,1700.0,3.0,88.0,3
6434,Kanakpura Road,2775.0,3.0,165.0,4
6435,Kanakpura Road,1900.0,3.0,99.0,3
6436,Kanakpura Road,1290.0,2.0,80.0,2
6441,Kanakpura Road,1868.0,3.0,113.0,3
6443,Kanakpura Road,1366.0,2.0,83.0,2
6444,Kanakpura Road,700.0,2.0,40.0,2
6446,Kanakpura Road,1339.0,2.0,71.5,2
6448,Kanakpura Road,670.0,1.0,35.0,1
6455,Kanakpura Road,525.0,1.0,30.0,1
6458,Kanakpura Road,1498.0,3.0,95.0,3
6459,Kanakpura Road,525.0,2.0,27.0,1
6460,Kanakpura Road,1665.0,3.0,86.91,3
6461,Kanakpura Road,1665.0,3.0,86.58,3
6462,Kanakpura Road,712.0,1.0,38.44,1
6466,Kanakpura Road,1507.0,2.0,95.0,3
6470,Kanakpura Road,1339.0,2.0,85.0,2
6471,Kanakpura Road,525.0,1.0,27.0,1
6472,Kanakpura Road,525.0,1.0,27.5,1
6474,Kanakpura Road,525.0,1.0,26.25,1
6476,Kanakpura Road,525.0,1.0,26.0,1
6477,Kanakpura Road,1050.0,2.0,59.0,3
6478,Kanakpura Road,1600.0,3.0,90.0,3
6479,Kanakpura Road,525.0,2.0,29.25,1
6481,Kanakpura Road,800.0,2.0,41.145,2
6484,Kanakpura Road,1100.0,3.0,56.57,3
6487,Kanakpura Road,1843.0,3.0,96.2,3
6491,Kanakpura Road,1240.0,2.0,65.0,2
6495,Kanakpura Road,700.0,2.0,41.0,2
6499,Kanakpura Road,700.0,1.0,41.0,2
6501,Kanakpura Road,1100.0,3.0,58.0,3
6502,Kanakpura Road,1140.0,2.0,65.0,2
6504,Kanakpura Road,700.0,2.0,40.0,2
6507,Kanakpura Road,525.0,1.0,26.01,1
6511,Kanakpura Road,1322.0,2.0,70.0,2
6512,Kanakpura Road,1698.0,2.0,105.0,2
6513,Kanakpura Road,1300.0,3.0,69.0,3
6514,Kanakpura Road,1300.0,3.0,69.0,3
6516,Kanakpura Road,1167.0,2.0,63.0,2
6520,Kanakpura Road,1300.0,3.0,69.0,3
6525,Kanakpura Road,1430.0,2.0,78.0,2
6526,Kanakpura Road,700.0,2.0,36.0,2
6529,Kanakpura Road,525.0,2.0,27.0,1
6531,Kanakpura Road,1100.0,3.0,58.0,3
6536,Kanakpura Road,1300.0,2.0,69.0,3
6537,Kanakpura Road,2000.0,3.0,105.0,3
6538,Kanakpura Road,1200.0,2.0,62.0,2
6540,Kanakpura Road,1843.0,3.0,95.0,3
6543,Kanakpura Road,900.0,2.0,46.29,2
6544,Kanakpura Road,850.0,1.0,37.32,1
6546,Kanakpura Road,525.0,1.0,30.0,1
6547,Kanakpura Road,1938.0,3.0,105.0,3
6548,Kanakpura Road,1843.0,3.0,96.2,3
6549,Kanakpura Road,525.0,1.0,26.0,1
6553,Kanakpura Road,700.0,2.0,36.0,2
6554,Kanakpura Road,1622.0,3.0,95.0,3
6559,Kannamangala,957.0,2.0,58.0,2
6560,Kannamangala,957.0,2.0,56.0,2
6561,Kannamangala,3000.0,4.0,200.0,4
6562,Kannamangala,1536.0,3.0,89.0,3
6563,Kannamangala,2400.0,4.0,130.0,4
6564,Kannamangala,1574.0,3.0,93.34,3
6565,Kannamangala,957.0,2.0,52.5,2
6566,Kannamangala,1536.0,3.0,104.0,3
6567,Kannamangala,957.0,2.0,54.5,2
6568,Kannamangala,2422.0,4.0,135.0,4
6569,Kannamangala,957.0,2.0,55.0,2
6570,Kannamangala,957.0,2.0,56.0,2
6571,Karuna Nagar,2500.0,3.0,180.0,3
6572,Karuna Nagar,2500.0,3.0,190.0,3
6573,Karuna Nagar,1962.0,3.0,175.0,3
6574,Karuna Nagar,1057.0,2.0,65.0,2
6575,Karuna Nagar,1354.0,2.0,98.0,3
6576,Karuna Nagar,1945.0,3.0,115.0,3
6577,Karuna Nagar,1960.0,3.0,165.0,3
6578,Kasavanhalli,1060.0,2.0,58.06,2
6579,Kasavanhalli,1563.05,3.0,105.0,3
6580,Kasavanhalli,1717.0,3.0,99.0,3
6582,Kasavanhalli,3260.0,4.0,240.0,4
6583,Kasavanhalli,1349.0,2.0,78.0,2
6584,Kasavanhalli,1121.0,2.0,78.0,2
6585,Kasavanhalli,1100.0,2.0,50.0,2
6587,Kasavanhalli,1200.0,2.0,78.0,2
6590,Kasavanhalli,1476.0,3.0,89.0,3
6592,Kasavanhalli,1200.0,2.0,50.0,2
6593,Kasavanhalli,1719.0,3.0,116.0,3
6594,Kasavanhalli,1115.0,2.0,50.0,2
6595,Kasavanhalli,1125.0,2.0,61.2,2
6596,Kasavanhalli,2170.0,3.0,151.0,3
6599,Kasavanhalli,1476.0,3.0,95.0,3
6600,Kasavanhalli,1200.0,2.0,50.3,2
6602,Kasavanhalli,1787.0,3.0,123.0,3
6603,Kasavanhalli,1090.0,2.0,59.8,2
6604,Kasavanhalli,1691.0,3.0,104.0,3
6605,Kasavanhalli,4260.0,4.0,272.0,4
6606,Kasavanhalli,2111.0,4.0,120.0,3
6608,Kasavanhalli,950.0,2.0,39.0,2
6613,Kasavanhalli,770.0,1.0,43.82,1
6614,Kasavanhalli,1147.0,2.0,60.0,2
6615,Kasavanhalli,1375.0,2.0,72.0,2
6617,Kasavanhalli,1200.0,2.0,60.0,2
6618,Kasavanhalli,4260.0,4.0,333.0,4
6619,Kasavanhalli,1495.0,2.0,83.0,2
6620,Kasavanhalli,5000.0,2.0,400.0,2
6621,Kasavanhalli,4000.0,4.0,325.0,4
6623,Kasavanhalli,1917.0,3.0,132.0,3
6624,Kasavanhalli,1375.0,2.0,78.0,2
6625,Kasavanhalli,4408.0,4.0,344.0,4
6626,Kasavanhalli,1309.0,2.0,95.0,2
6627,Kasavanhalli,1476.0,3.0,105.0,3
6628,Kasavanhalli,1158.0,2.0,67.0,2
6629,Kasavanhalli,1214.0,2.0,67.0,2
6630,Kasavanhalli,2110.0,4.0,120.0,3
6631,Kasavanhalli,1495.0,2.0,110.0,2
6632,Kasavanhalli,1575.0,2.0,85.0,2
6633,Kasavanhalli,1069.0,2.0,55.0,2
6634,Kasavanhalli,1100.0,2.0,68.0,2
6635,Kasavanhalli,1715.0,3.0,112.0,3
6636,Kasavanhalli,1100.0,2.0,65.0,2
6637,Kasavanhalli,1230.0,2.0,66.25,2
6638,Kasavanhalli,1819.0,3.0,150.0,3
6641,Kasavanhalli,1585.0,2.0,90.0,2
6642,Kasavanhalli,1245.0,2.0,80.0,2
6643,Kasavanhalli,2035.0,3.0,142.0,3
6644,Kasavanhalli,1747.0,3.0,110.0,3
6645,Kasavanhalli,1377.0,2.0,80.0,2
6646,Kasavanhalli,1181.0,2.0,61.0,2
6647,Kasavanhalli,1121.0,2.0,75.0,2
6648,Kasturi Nagar,1925.0,3.0,125.0,3
6649,Kasturi Nagar,1567.0,2.0,92.0,2
6652,Kasturi Nagar,1080.0,2.0,80.0,2
6653,Kasturi Nagar,1101.0,2.0,65.0,2
6655,Kasturi Nagar,1896.0,3.0,125.0,4
6656,Kasturi Nagar,1100.0,2.0,58.0,2
6657,Kasturi Nagar,1570.0,3.0,110.0,3
6658,Kasturi Nagar,1000.0,2.0,58.0,2
6659,Kasturi Nagar,1101.0,2.0,66.0,2
6660,Kasturi Nagar,2507.0,4.0,155.0,4
6661,Kathriguppe,1400.0,2.0,77.0,3
6662,Kathriguppe,1250.0,2.0,68.75,3
6663,Kathriguppe,1245.0,2.0,68.48,3
6664,Kathriguppe,1350.0,2.0,87.01,3
6665,Kathriguppe,1350.0,2.0,80.99,3
6666,Kathriguppe,1365.0,2.0,75.08,3
6667,Kathriguppe,1300.0,3.0,77.99,3
6668,Kathriguppe,1350.0,2.0,80.99,3
6669,Kathriguppe,1390.0,2.0,76.45,3
6670,Kathriguppe,1350.0,3.0,78.3,3
6671,Kathriguppe,1250.0,2.0,68.75,3
6672,Kathriguppe,1300.0,3.0,77.99,3
6673,Kathriguppe,1335.0,2.0,73.43,3
6674,Kathriguppe,1300.0,3.0,77.99,3
6675,Kathriguppe,1300.0,3.0,77.99,3
6676,Kathriguppe,1335.0,2.0,73.43,3
6677,Kathriguppe,1350.0,3.0,80.99,3
6678,Kathriguppe,1250.0,2.0,68.75,2
6679,Kathriguppe,1350.0,3.0,80.99,3
6680,Kaval Byrasandra,1200.0,2.0,52.0,2
6681,Kaval Byrasandra,1020.0,2.0,52.0,2
6682,Kaval Byrasandra,1200.0,2.0,49.5,2
6683,Kaval Byrasandra,945.0,2.0,50.0,2
6684,Kaval Byrasandra,1060.0,2.0,45.0,2
6685,Kaval Byrasandra,1100.0,2.0,46.0,2
6686,Kaval Byrasandra,1185.0,2.0,49.0,2
6687,Kaval Byrasandra,997.0,2.0,53.0,2
6688,Kaval Byrasandra,1060.0,2.0,42.0,2
6689,Kaval Byrasandra,480.0,1.0,25.0,1
6690,Kaval Byrasandra,1125.0,2.0,41.5,2
6691,Kaval Byrasandra,1180.0,2.0,60.0,2
6692,Kaval Byrasandra,1450.0,3.0,75.0,3
6693,Kaval Byrasandra,1066.0,2.0,55.0,2
6694,Kaval Byrasandra,1025.0,2.0,60.0,2
6695,Kaval Byrasandra,1400.0,3.0,75.0,3
6696,Kenchenahalli,1015.0,2.0,58.0,2
6697,Kenchenahalli,715.0,1.0,45.0,1
6698,Kenchenahalli,1150.0,2.0,58.0,2
6699,Kenchenahalli,1280.0,2.0,69.0,3
6701,Kenchenahalli,870.0,1.0,45.0,2
6702,Kenchenahalli,1150.0,2.0,60.0,2
6703,Kenchenahalli,700.0,1.0,35.0,1
6704,Kenchenahalli,1060.0,2.0,52.0,2
6705,Kenchenahalli,1150.0,2.0,57.0,2
